date,department,required_staff,day_of_week
2025-05-19,Front Desk,5,Monday
2025-05-19,Housekeeping,4,Monday
2025-05-19,Kitchen,5,Monday
2025-05-19,Security,4,Monday
2025-05-19,Maintenance,3,Monday
2025-05-20,Front Desk,3,Tuesday
2025-05-20,Housekeeping,3,Tuesday
2025-05-20,Kitchen,5,Tuesday
2025-05-20,Security,4,Tuesday
2025-05-20,Maintenance,3,Tuesday
2025-05-21,Front Desk,3,Wednesday
2025-05-21,Housekeeping,4,Wednesday
2025-05-21,Kitchen,3,Wednesday
2025-05-21,Security,4,Wednesday
2025-05-21,Maintenance,4,Wednesday
2025-05-22,Front Desk,4,Thursday
2025-05-22,Housekeeping,4,Thursday
2025-05-22,Kitchen,4,Thursday
2025-05-22,Security,5,Thursday
2025-05-22,Maintenance,3,Thursday
2025-05-23,Front Desk,5,Friday
2025-05-23,Housekeeping,3,Friday
2025-05-23,Kitchen,5,Friday
2025-05-23,Security,4,Friday
2025-05-23,Maintenance,3,Friday
2025-05-24,Front Desk,5,Saturday
2025-05-24,Housekeeping,7,Saturday
2025-05-24,Kitchen,7,Saturday
2025-05-24,Security,5,Saturday
2025-05-24,Maintenance,7,Saturday
2025-05-25,Front Desk,7,Sunday
2025-05-25,Housekeeping,7,Sunday
2025-05-25,Kitchen,6,Sunday
2025-05-25,Security,6,Sunday
2025-05-25,Maintenance,7,Sunday
2025-05-26,Front Desk,5,Monday
2025-05-26,Housekeeping,4,Monday
2025-05-26,Kitchen,4,Monday
2025-05-26,Security,3,Monday
2025-05-26,Maintenance,3,Monday
2025-05-27,Front Desk,4,Tuesday
2025-05-27,Housekeeping,5,Tuesday
2025-05-27,Kitchen,5,Tuesday
2025-05-27,Security,5,Tuesday
2025-05-27,Maintenance,5,Tuesday
2025-05-28,Front Desk,3,Wednesday
2025-05-28,Housekeeping,4,Wednesday
2025-05-28,Kitchen,5,Wednesday
2025-05-28,Security,3,Wednesday
2025-05-28,Maintenance,5,Wednesday
2025-05-29,Front Desk,4,Thursday
2025-05-29,Housekeeping,3,Thursday
2025-05-29,Kitchen,4,Thursday
2025-05-29,Security,4,Thursday
2025-05-29,Maintenance,3,Thursday
2025-05-30,Front Desk,3,Friday
2025-05-30,Housekeeping,3,Friday
2025-05-30,Kitchen,3,Friday
2025-05-30,Security,3,Friday
2025-05-30,Maintenance,3,Friday
2025-05-31,Front Desk,5,Saturday
2025-05-31,Housekeeping,7,Saturday
2025-05-31,Kitchen,6,Saturday
2025-05-31,Security,5,Saturday
2025-05-31,Maintenance,7,Saturday
2025-06-01,Front Desk,7,Sunday
2025-06-01,Housekeeping,7,Sunday
2025-06-01,Kitchen,6,Sunday
2025-06-01,Security,5,Sunday
2025-06-01,Maintenance,7,Sunday
2025-06-02,Front Desk,4,Monday
2025-06-02,Housekeeping,4,Monday
2025-06-02,Kitchen,4,Monday
2025-06-02,Security,5,Monday
2025-06-02,Maintenance,3,Monday
2025-06-03,Front Desk,5,Tuesday
2025-06-03,Housekeeping,5,Tuesday
2025-06-03,Kitchen,3,Tuesday
2025-06-03,Security,3,Tuesday
2025-06-03,Maintenance,3,Tuesday
2025-06-04,Front Desk,4,Wednesday
2025-06-04,Housekeeping,3,Wednesday
2025-06-04,Kitchen,5,Wednesday
2025-06-04,Security,3,Wednesday
2025-06-04,Maintenance,5,Wednesday
2025-06-05,Front Desk,4,Thursday
2025-06-05,Housekeeping,5,Thursday
2025-06-05,Kitchen,5,Thursday
2025-06-05,Security,3,Thursday
2025-06-05,Maintenance,3,Thursday
2025-06-06,Front Desk,5,Friday
2025-06-06,Housekeeping,3,Friday
2025-06-06,Kitchen,4,Friday
2025-06-06,Security,4,Friday
2025-06-06,Maintenance,3,Friday
2025-06-07,Front Desk,6,Saturday
2025-06-07,Housekeeping,5,Saturday
2025-06-07,Kitchen,7,Saturday
2025-06-07,Security,7,Saturday
2025-06-07,Maintenance,6,Saturday
2025-06-08,Front Desk,5,Sunday
2025-06-08,Housekeeping,5,Sunday
2025-06-08,Kitchen,6,Sunday
2025-06-08,Security,7,Sunday
2025-06-08,Maintenance,6,Sunday
2025-06-09,Front Desk,5,Monday
2025-06-09,Housekeeping,3,Monday
2025-06-09,Kitchen,5,Monday
2025-06-09,Security,4,Monday
2025-06-09,Maintenance,3,Monday
2025-06-10,Front Desk,4,Tuesday
2025-06-10,Housekeeping,4,Tuesday
2025-06-10,Kitchen,5,Tuesday
2025-06-10,Security,4,Tuesday
2025-06-10,Maintenance,5,Tuesday
2025-06-11,Front Desk,3,Wednesday
2025-06-11,Housekeeping,5,Wednesday
2025-06-11,Kitchen,3,Wednesday
2025-06-11,Security,5,Wednesday
2025-06-11,Maintenance,4,Wednesday
2025-06-12,Front Desk,5,Thursday
2025-06-12,Housekeeping,5,Thursday
2025-06-12,Kitchen,3,Thursday
2025-06-12,Security,4,Thursday
2025-06-12,Maintenance,5,Thursday
2025-06-13,Front Desk,4,Friday
2025-06-13,Housekeeping,5,Friday
2025-06-13,Kitchen,5,Friday
2025-06-13,Security,4,Friday
2025-06-13,Maintenance,5,Friday
2025-06-14,Front Desk,6,Saturday
2025-06-14,Housekeeping,7,Saturday
2025-06-14,Kitchen,5,Saturday
2025-06-14,Security,6,Saturday
2025-06-14,Maintenance,7,Saturday
2025-06-15,Front Desk,7,Sunday
2025-06-15,Housekeeping,5,Sunday
2025-06-15,Kitchen,6,Sunday
2025-06-15,Security,7,Sunday
2025-06-15,Maintenance,5,Sunday
2025-06-16,Front Desk,5,Monday
2025-06-16,Housekeeping,4,Monday
2025-06-16,Kitchen,5,Monday
2025-06-16,Security,5,Monday
2025-06-16,Maintenance,5,Monday
2025-06-17,Front Desk,5,Tuesday
2025-06-17,Housekeeping,3,Tuesday
2025-06-17,Kitchen,3,Tuesday
2025-06-17,Security,4,Tuesday
2025-06-17,Maintenance,3,Tuesday
2025-06-18,Front Desk,3,Wednesday
2025-06-18,Housekeeping,4,Wednesday
2025-06-18,Kitchen,3,Wednesday
2025-06-18,Security,3,Wednesday
2025-06-18,Maintenance,4,Wednesday
2025-06-19,Front Desk,4,Thursday
2025-06-19,Housekeeping,4,Thursday
2025-06-19,Kitchen,5,Thursday
2025-06-19,Security,5,Thursday
2025-06-19,Maintenance,4,Thursday
2025-06-20,Front Desk,4,Friday
2025-06-20,Housekeeping,4,Friday
2025-06-20,Kitchen,5,Friday
2025-06-20,Security,5,Friday
2025-06-20,Maintenance,3,Friday
2025-06-21,Front Desk,5,Saturday
2025-06-21,Housekeeping,6,Saturday
2025-06-21,Kitchen,7,Saturday
2025-06-21,Security,7,Saturday
2025-06-21,Maintenance,7,Saturday
2025-06-22,Front Desk,6,Sunday
2025-06-22,Housekeeping,5,Sunday
2025-06-22,Kitchen,6,Sunday
2025-06-22,Security,5,Sunday
2025-06-22,Maintenance,5,Sunday
2025-06-23,Front Desk,4,Monday
2025-06-23,Housekeeping,3,Monday
2025-06-23,Kitchen,3,Monday
2025-06-23,Security,5,Monday
2025-06-23,Maintenance,3,Monday
2025-06-24,Front Desk,4,Tuesday
2025-06-24,Housekeeping,4,Tuesday
2025-06-24,Kitchen,3,Tuesday
2025-06-24,Security,5,Tuesday
2025-06-24,Maintenance,5,Tuesday
2025-06-25,Front Desk,3,Wednesday
2025-06-25,Housekeeping,3,Wednesday
2025-06-25,Kitchen,4,Wednesday
2025-06-25,Security,3,Wednesday
2025-06-25,Maintenance,5,Wednesday
2025-06-26,Front Desk,3,Thursday
2025-06-26,Housekeeping,4,Thursday
2025-06-26,Kitchen,4,Thursday
2025-06-26,Security,4,Thursday
2025-06-26,Maintenance,4,Thursday
2025-06-27,Front Desk,4,Friday
2025-06-27,Housekeeping,3,Friday
2025-06-27,Kitchen,3,Friday
2025-06-27,Security,3,Friday
2025-06-27,Maintenance,3,Friday
2025-06-28,Front Desk,6,Saturday
2025-06-28,Housekeeping,7,Saturday
2025-06-28,Kitchen,5,Saturday
2025-06-28,Security,7,Saturday
2025-06-28,Maintenance,5,Saturday
2025-06-29,Front Desk,5,Sunday
2025-06-29,Housekeeping,7,Sunday
2025-06-29,Kitchen,6,Sunday
2025-06-29,Security,5,Sunday
2025-06-29,Maintenance,5,Sunday
2025-06-30,Front Desk,3,Monday
2025-06-30,Housekeeping,5,Monday
2025-06-30,Kitchen,4,Monday
2025-06-30,Security,5,Monday
2025-06-30,Maintenance,5,Monday
2025-07-01,Front Desk,4,Tuesday
2025-07-01,Housekeeping,5,Tuesday
2025-07-01,Kitchen,4,Tuesday
2025-07-01,Security,3,Tuesday
2025-07-01,Maintenance,4,Tuesday
2025-07-02,Front Desk,3,Wednesday
2025-07-02,Housekeeping,5,Wednesday
2025-07-02,Kitchen,5,Wednesday
2025-07-02,Security,3,Wednesday
2025-07-02,Maintenance,5,Wednesday
2025-07-03,Front Desk,4,Thursday
2025-07-03,Housekeeping,3,Thursday
2025-07-03,Kitchen,5,Thursday
2025-07-03,Security,3,Thursday
2025-07-03,Maintenance,4,Thursday
2025-07-04,Front Desk,4,Friday
2025-07-04,Housekeeping,5,Friday
2025-07-04,Kitchen,4,Friday
2025-07-04,Security,3,Friday
2025-07-04,Maintenance,4,Friday
2025-07-05,Front Desk,5,Saturday
2025-07-05,Housekeeping,5,Saturday
2025-07-05,Kitchen,6,Saturday
2025-07-05,Security,7,Saturday
2025-07-05,Maintenance,6,Saturday
2025-07-06,Front Desk,5,Sunday
2025-07-06,Housekeeping,5,Sunday
2025-07-06,Kitchen,6,Sunday
2025-07-06,Security,7,Sunday
2025-07-06,Maintenance,7,Sunday
2025-07-07,Front Desk,3,Monday
2025-07-07,Housekeeping,3,Monday
2025-07-07,Kitchen,5,Monday
2025-07-07,Security,4,Monday
2025-07-07,Maintenance,3,Monday
2025-07-08,Front Desk,3,Tuesday
2025-07-08,Housekeeping,5,Tuesday
2025-07-08,Kitchen,4,Tuesday
2025-07-08,Security,5,Tuesday
2025-07-08,Maintenance,4,Tuesday
2025-07-09,Front Desk,4,Wednesday
2025-07-09,Housekeeping,4,Wednesday
2025-07-09,Kitchen,3,Wednesday
2025-07-09,Security,5,Wednesday
2025-07-09,Maintenance,5,Wednesday
2025-07-10,Front Desk,4,Thursday
2025-07-10,Housekeeping,3,Thursday
2025-07-10,Kitchen,3,Thursday
2025-07-10,Security,5,Thursday
2025-07-10,Maintenance,3,Thursday
2025-07-11,Front Desk,3,Friday
2025-07-11,Housekeeping,4,Friday
2025-07-11,Kitchen,3,Friday
2025-07-11,Security,4,Friday
2025-07-11,Maintenance,5,Friday
2025-07-12,Front Desk,5,Saturday
2025-07-12,Housekeeping,7,Saturday
2025-07-12,Kitchen,7,Saturday
2025-07-12,Security,5,Saturday
2025-07-12,Maintenance,5,Saturday
2025-07-13,Front Desk,7,Sunday
2025-07-13,Housekeeping,5,Sunday
2025-07-13,Kitchen,6,Sunday
2025-07-13,Security,6,Sunday
2025-07-13,Maintenance,5,Sunday
2025-07-14,Front Desk,5,Monday
2025-07-14,Housekeeping,3,Monday
2025-07-14,Kitchen,3,Monday
2025-07-14,Security,5,Monday
2025-07-14,Maintenance,5,Monday
2025-07-15,Front Desk,4,Tuesday
2025-07-15,Housekeeping,5,Tuesday
2025-07-15,Kitchen,4,Tuesday
2025-07-15,Security,5,Tuesday
2025-07-15,Maintenance,3,Tuesday
2025-07-16,Front Desk,4,Wednesday
2025-07-16,Housekeeping,4,Wednesday
2025-07-16,Kitchen,4,Wednesday
2025-07-16,Security,3,Wednesday
2025-07-16,Maintenance,3,Wednesday
2025-07-17,Front Desk,3,Thursday
2025-07-17,Housekeeping,3,Thursday
2025-07-17,Kitchen,3,Thursday
2025-07-17,Security,4,Thursday
2025-07-17,Maintenance,3,Thursday
2025-07-18,Front Desk,4,Friday
2025-07-18,Housekeeping,3,Friday
2025-07-18,Kitchen,5,Friday
2025-07-18,Security,4,Friday
2025-07-18,Maintenance,5,Friday
2025-07-19,Front Desk,6,Saturday
2025-07-19,Housekeeping,7,Saturday
2025-07-19,Kitchen,5,Saturday
2025-07-19,Security,5,Saturday
2025-07-19,Maintenance,5,Saturday
2025-07-20,Front Desk,6,Sunday
2025-07-20,Housekeeping,7,Sunday
2025-07-20,Kitchen,5,Sunday
2025-07-20,Security,7,Sunday
2025-07-20,Maintenance,7,Sunday
2025-07-21,Front Desk,3,Monday
2025-07-21,Housekeeping,3,Monday
2025-07-21,Kitchen,5,Monday
2025-07-21,Security,3,Monday
2025-07-21,Maintenance,3,Monday
2025-07-22,Front Desk,3,Tuesday
2025-07-22,Housekeeping,4,Tuesday
2025-07-22,Kitchen,5,Tuesday
2025-07-22,Security,5,Tuesday
2025-07-22,Maintenance,4,Tuesday
2025-07-23,Front Desk,5,Wednesday
2025-07-23,Housekeeping,3,Wednesday
2025-07-23,Kitchen,5,Wednesday
2025-07-23,Security,3,Wednesday
2025-07-23,Maintenance,4,Wednesday
2025-07-24,Front Desk,3,Thursday
2025-07-24,Housekeeping,5,Thursday
2025-07-24,Kitchen,5,Thursday
2025-07-24,Security,5,Thursday
2025-07-24,Maintenance,4,Thursday
2025-07-25,Front Desk,4,Friday
2025-07-25,Housekeeping,5,Friday
2025-07-25,Kitchen,3,Friday
2025-07-25,Security,4,Friday
2025-07-25,Maintenance,5,Friday
2025-07-26,Front Desk,7,Saturday
2025-07-26,Housekeeping,6,Saturday
2025-07-26,Kitchen,6,Saturday
2025-07-26,Security,6,Saturday
2025-07-26,Maintenance,5,Saturday
2025-07-27,Front Desk,5,Sunday
2025-07-27,Housekeeping,7,Sunday
2025-07-27,Kitchen,6,Sunday
2025-07-27,Security,5,Sunday
2025-07-27,Maintenance,6,Sunday
2025-07-28,Front Desk,5,Monday
2025-07-28,Housekeeping,3,Monday
2025-07-28,Kitchen,3,Monday
2025-07-28,Security,3,Monday
2025-07-28,Maintenance,5,Monday
2025-07-29,Front Desk,4,Tuesday
2025-07-29,Housekeeping,3,Tuesday
2025-07-29,Kitchen,5,Tuesday
2025-07-29,Security,4,Tuesday
2025-07-29,Maintenance,5,Tuesday
2025-07-30,Front Desk,4,Wednesday
2025-07-30,Housekeeping,5,Wednesday
2025-07-30,Kitchen,4,Wednesday
2025-07-30,Security,3,Wednesday
2025-07-30,Maintenance,4,Wednesday
2025-07-31,Front Desk,5,Thursday
2025-07-31,Housekeeping,5,Thursday
2025-07-31,Kitchen,4,Thursday
2025-07-31,Security,3,Thursday
2025-07-31,Maintenance,3,Thursday
2025-08-01,Front Desk,4,Friday
2025-08-01,Housekeeping,4,Friday
2025-08-01,Kitchen,5,Friday
2025-08-01,Security,3,Friday
2025-08-01,Maintenance,4,Friday
2025-08-02,Front Desk,5,Saturday
2025-08-02,Housekeeping,6,Saturday
2025-08-02,Kitchen,6,Saturday
2025-08-02,Security,5,Saturday
2025-08-02,Maintenance,6,Saturday
2025-08-03,Front Desk,6,Sunday
2025-08-03,Housekeeping,7,Sunday
2025-08-03,Kitchen,6,Sunday
2025-08-03,Security,6,Sunday
2025-08-03,Maintenance,6,Sunday
2025-08-04,Front Desk,5,Monday
2025-08-04,Housekeeping,3,Monday
2025-08-04,Kitchen,5,Monday
2025-08-04,Security,5,Monday
2025-08-04,Maintenance,3,Monday
2025-08-05,Front Desk,5,Tuesday
2025-08-05,Housekeeping,3,Tuesday
2025-08-05,Kitchen,5,Tuesday
2025-08-05,Security,3,Tuesday
2025-08-05,Maintenance,4,Tuesday
2025-08-06,Front Desk,5,Wednesday
2025-08-06,Housekeeping,5,Wednesday
2025-08-06,Kitchen,5,Wednesday
2025-08-06,Security,5,Wednesday
2025-08-06,Maintenance,4,Wednesday
